year,state,month,number,date
2009,Maranhao,Novembro,5,01/01/2009
2010,Maranhao,Novembro,4.005,01/01/2010
2011,Maranhao,Novembro,2.261,01/01/2011
2012,Maranhao,Novembro,2.01,01/01/2012
2013,Maranhao,Novembro,2.529,01/01/2013
2014,Maranhao,Novembro,3.869,01/01/2014
2015,Maranhao,Novembro,4.35,01/01/2015
2016,Maranhao,Novembro,3.982,01/01/2016
2017,Maranhao,Novembro,2.3,01/01/2017
1998,Maranhao,Dezembro,1.399,01/01/1998
1999,Maranhao,Dezembro,1.001,01/01/1999
2000,Maranhao,Dezembro,1.461,01/01/2000
2001,Maranhao,Dezembro,1.296,01/01/2001
2002,Maranhao,Dezembro,2.165,01/01/2002
2003,Maranhao,Dezembro,2.424,01/01/2003
2004,Maranhao,Dezembro,3.255,01/01/2004
2005,Maranhao,Dezembro,1.66,01/01/2005
2006,Maranhao,Dezembro,1.052,01/01/2006
2007,Maranhao,Dezembro,800,01/01/2007
2008,Maranhao,Dezembro,1.101,01/01/2008
2009,Maranhao,Dezembro,1.768,01/01/2009
2010,Maranhao,Dezembro,1.803,01/01/2010
2011,Maranhao,Dezembro,1.629,01/01/2011
2012,Maranhao,Dezembro,1.296,01/01/2012
2013,Maranhao,Dezembro,2.692,01/01/2013
2014,Maranhao,Dezembro,2.4,01/01/2014
2015,Maranhao,Dezembro,3.706,01/01/2015
2016,Maranhao,Dezembro,1.577,01/01/2016
1998,Mato Grosso,Janeiro,0,01/01/1998
1999,Mato Grosso,Janeiro,39,01/01/1999
2000,Mato Grosso,Janeiro,44,01/01/2000
2001,Mato Grosso,Janeiro,44,01/01/2001
2002,Mato Grosso,Janeiro,172,01/01/2002
2003,Mato Grosso,Janeiro,896,01/01/2003
2004,Mato Grosso,Janeiro,301,01/01/2004
2005,Mato Grosso,Janeiro,438,01/01/2005
2006,Mato Grosso,Janeiro,947,01/01/2006
2007,Mato Grosso,Janeiro,476,01/01/2007
2008,Mato Grosso,Janeiro,245,01/01/2008
2009,Mato Grosso,Janeiro,527,01/01/2009
2010,Mato Grosso,Janeiro,298,01/01/2010
2011,Mato Grosso,Janeiro,171,01/01/2011
2012,Mato Grosso,Janeiro,166,01/01/2012
2013,Mato Grosso,Janeiro,269,01/01/2013
2014,Mato Grosso,Janeiro,315,01/01/2014
2015,Mato Grosso,Janeiro,960,01/01/2015
2016,Mato Grosso,Janeiro,374,01/01/2016
2017,Mato Grosso,Janeiro,482,01/01/2017
1998,Mato Grosso,Fevereiro,0,01/01/1998
1999,Mato Grosso,Fevereiro,28,01/01/1999
2000,Mato Grosso,Fevereiro,35,01/01/2000
2001,Mato Grosso,Fevereiro,54,01/01/2001
2002,Mato Grosso,Fevereiro,22,01/01/2002
2003,Mato Grosso,Fevereiro,592,01/01/2003
2004,Mato Grosso,Fevereiro,272,01/01/2004
2005,Mato Grosso,Fevereiro,871,01/01/2005
2006,Mato Grosso,Fevereiro,383,01/01/2006
2007,Mato Grosso,Fevereiro,213,01/01/2007
2008,Mato Grosso,Fevereiro,180,01/01/2008
2009,Mato Grosso,Fevereiro,248,01/01/2009
2010,Mato Grosso,Fevereiro,431,01/01/2010
2011,Mato Grosso,Fevereiro,119,01/01/2011
2012,Mato Grosso,Fevereiro,193,01/01/2012
2013,Mato Grosso,Fevereiro,375,01/01/2013
2014,Mato Grosso,Fevereiro,199,01/01/2014
2015,Mato Grosso,Fevereiro,542,01/01/2015
2016,Mato Grosso,Fevereiro,1.05,01/01/2016
2017,Mato Grosso,Fevereiro,337,01/01/2017
1998,Mato Grosso,Março,0,01/01/1998
1999,Mato Grosso,Março,18,01/01/1999
2000,Mato Grosso,Março,60,01/01/2000
2001,Mato Grosso,Março,24,01/01/2001
2002,Mato Grosso,Março,103,01/01/2002
2003,Mato Grosso,Março,554,01/01/2003
2004,Mato Grosso,Março,743,01/01/2004
2005,Mato Grosso,Março,362,01/01/2005
2006,Mato Grosso,Março,448,01/01/2006
2007,Mato Grosso,Março,476,01/01/2007
2008,Mato Grosso,Março,180,01/01/2008
2009,Mato Grosso,Março,325,01/01/2009
2010,Mato Grosso,Março,605,01/01/2010
2011,Mato Grosso,Março,252,01/01/2011
2012,Mato Grosso,Março,423,01/01/2012
2013,Mato Grosso,Março,563,01/01/2013
2014,Mato Grosso,Março,655,01/01/2014
2015,Mato Grosso,Março,705,01/01/2015
2016,Mato Grosso,Março,1.085,01/01/2016
2017,Mato Grosso,Março,719,01/01/2017
1998,Mato Grosso,Abril,0,01/01/1998
1999,Mato Grosso,Abril,76,01/01/1999
2000,Mato Grosso,Abril,59,01/01/2000
2001,Mato Grosso,Abril,309,01/01/2001
2002,Mato Grosso,Abril,641,01/01/2002
2003,Mato Grosso,Abril,903,01/01/2003
2004,Mato Grosso,Abril,441,01/01/2004
2005,Mato Grosso,Abril,372,01/01/2005
2006,Mato Grosso,Abril,161,01/01/2006
2007,Mato Grosso,Abril,79,01/01/2007
2008,Mato Grosso,Abril,274,01/01/2008
2009,Mato Grosso,Abril,169,01/01/2009
2010,Mato Grosso,Abril,769,01/01/2010
2011,Mato Grosso,Abril,345,01/01/2011
2012,Mato Grosso,Abril,521,01/01/2012
2013,Mato Grosso,Abril,338,01/01/2013
2014,Mato Grosso,Abril,859,01/01/2014
2015,Mato Grosso,Abril,947,01/01/2015
2016,Mato Grosso,Abril,1.77,01/01/2016
2017,Mato Grosso,Abril,606,01/01/2017
1998,Mato Grosso,Maio,0,01/01/1998
1999,Mato Grosso,Maio,731,01/01/1999
2000,Mato Grosso,Maio,1.194,01/01/2000
2001,Mato Grosso,Maio,1.193,01/01/2001
2002,Mato Grosso,Maio,2.528,01/01/2002
2003,Mato Grosso,Maio,942,01/01/2003
2004,Mato Grosso,Maio,2.413,01/01/2004
2005,Mato Grosso,Maio,1.641,01/01/2005
2006,Mato Grosso,Maio,269,01/01/2006
2007,Mato Grosso,Maio,359,01/01/2007
2008,Mato Grosso,Maio,119,01/01/2008
2009,Mato Grosso,Maio,516,01/01/2009
2010,Mato Grosso,Maio,1.313,01/01/2010
2011,Mato Grosso,Maio,547,01/01/2011
2012,Mato Grosso,Maio,812,01/01/2012
2013,Mato Grosso,Maio,739,01/01/2013
2014,Mato Grosso,Maio,933,01/01/2014
2015,Mato Grosso,Maio,541,01/01/2015
2016,Mato Grosso,Maio,1.081,01/01/2016
2017,Mato Grosso,Maio,845,01/01/2017
1998,Mato Grosso,Junho,2.201,01/01/1998
1999,Mato Grosso,Junho,2.201,01/01/1999
2000,Mato Grosso,Junho,4.358,01/01/2000
2001,Mato Grosso,Junho,6.665,01/01/2001
2002,Mato Grosso,Junho,7.878,01/01/2002
2003,Mato Grosso,Junho,4.313,01/01/2003
2004,Mato Grosso,Junho,9.813,01/01/2004
2005,Mato Grosso,Junho,2.294,01/01/2005
2006,Mato Grosso,Junho,856,01/01/2006
2007,Mato Grosso,Junho,1.339,01/01/2007
2008,Mato Grosso,Junho,403,01/01/2008
2009,Mato Grosso,Junho,979,01/01/2009
2010,Mato Grosso,Junho,1.025,01/01/2010
2011,Mato Grosso,Junho,974,01/01/2011
2012,Mato Grosso,Junho,1.651,01/01/2012
2013,Mato Grosso,Junho,1.213,01/01/2013
2014,Mato Grosso,Junho,1.795,01/01/2014
2015,Mato Grosso,Junho,1.402,01/01/2015
2016,Mato Grosso,Junho,1.417,01/01/2016
2017,Mato Grosso,Junho,2.041,01/01/2017
1998,Mato Grosso,Julho,3.712,01/01/1998
1999,Mato Grosso,Julho,3.926,01/01/1999
2000,Mato Grosso,Julho,1.338,01/01/2000
2001,Mato Grosso,Julho,1.555,01/01/2001
2002,Mato Grosso,Julho,5.661,01/01/2002
2003,Mato Grosso,Julho,5.435,01/01/2003
2004,Mato Grosso,Julho,11.517,01/01/2004
2005,Mato Grosso,Julho,4.172,01/01/2005
2006,Mato Grosso,Julho,1.941,01/01/2006
2007,Mato Grosso,Julho,1.79,01/01/2007
2008,Mato Grosso,Julho,1.117,01/01/2008
2009,Mato Grosso,Julho,1.613,01/01/2009
2010,Mato Grosso,Julho,3.442,01/01/2010
2011,Mato Grosso,Julho,1.061,01/01/2011
2012,Mato Grosso,Julho,2.008,01/01/2012
2013,Mato Grosso,Julho,1.63,01/01/2013
2014,Mato Grosso,Julho,2.255,01/01/2014
2015,Mato Grosso,Julho,1.533,01/01/2015
2016,Mato Grosso,Julho,3.495,01/01/2016
2017,Mato Grosso,Julho,2.79,01/01/2017
1998,Mato Grosso,Agosto,15.406,01/01/1998
1999,Mato Grosso,Agosto,18.566,01/01/1999
2000,Mato Grosso,Agosto,6.063,01/01/2000
2001,Mato Grosso,Agosto,7.762,01/01/2001
2002,Mato Grosso,Agosto,14.086,01/01/2002
2003,Mato Grosso,Agosto,11.132,01/01/2003
2004,Mato Grosso,Agosto,13.603,01/01/2004
2005,Mato Grosso,Agosto,11.57,01/01/2005
2006,Mato Grosso,Agosto,6.218,01/01/2006
2007,Mato Grosso,Agosto,14.453,01/01/2007
2008,Mato Grosso,Agosto,2.875,01/01/2008
2009,Mato Grosso,Agosto,2.25,01/01/2009
2010,Mato Grosso,Agosto,14.608,01/01/2010
2011,Mato Grosso,Agosto,2.628,01/01/2011
2012,Mato Grosso,Agosto,6.195,01/01/2012
2013,Mato Grosso,Agosto,3.568,01/01/2013
2014,Mato Grosso,Agosto,7.167,01/01/2014
2015,Mato Grosso,Agosto,5.112,01/01/2015
2016,Mato Grosso,Agosto,6.228,01/01/2016
2017,Mato Grosso,Agosto,6.229,01/01/2017
1998,Mato Grosso,Setembro,10.363,01/01/1998
1999,Mato Grosso,Setembro,11.729,01/01/1999
2000,Mato Grosso,Setembro,6.251,01/01/2000
2001,Mato Grosso,Setembro,8.49,01/01/2001
2002,Mato Grosso,Setembro,11.034,01/01/2002
2003,Mato Grosso,Setembro,15.79,01/01/2003
2004,Mato Grosso,Setembro,24.994,01/01/2004
2005,Mato Grosso,Setembro,20.551,01/01/2005
2006,Mato Grosso,Setembro,12.661,01/01/2006
2007,Mato Grosso,Setembro,25.963,01/01/2007
2008,Mato Grosso,Setembro,7.965,01/01/2008
2009,Mato Grosso,Setembro,3.129,01/01/2009
2010,Mato Grosso,Setembro,18.366,01/01/2010
2011,Mato Grosso,Setembro,6.332,01/01/2011
2012,Mato Grosso,Setembro,10.344,01/01/2012
2013,Mato Grosso,Setembro,5.576,01/01/2013
2014,Mato Grosso,Setembro,7.081,01/01/2014
2015,Mato Grosso,Setembro,11.068,01/01/2015
2016,Mato Grosso,Setembro,8.98,01/01/2016
2017,Mato Grosso,Setembro,23.945,01/01/2017
1998,Mato Grosso,Outubro,2.707,01/01/1998
1999,Mato Grosso,Outubro,6.109,01/01/1999
2000,Mato Grosso,Outubro,6.062,01/01/2000
2001,Mato Grosso,Outubro,6.543,01/01/2001
2002,Mato Grosso,Outubro,9.375,01/01/2002
2003,Mato Grosso,Outubro,5.341,01/01/2003
2004,Mato Grosso,Outubro,9.295,01/01/2004
2005,Mato Grosso,Outubro,7.765,01/01/2005
2006,Mato Grosso,Outubro,2.327,01/01/2006
2007,Mato Grosso,Outubro,4.89,01/01/2007
2008,Mato Grosso,Outubro,6.326,01/01/2008
2009,Mato Grosso,Outubro,2.579,01/01/2009
2010,Mato Grosso,Outubro,4.465,01/01/2010
2011,Mato Grosso,Outubro,2.01,01/01/2011
2012,Mato Grosso,Outubro,2.837,01/01/2012
2013,Mato Grosso,Outubro,1.986,01/01/2013
2014,Mato Grosso,Outubro,5.281,01/01/2014
2015,Mato Grosso,Outubro,6.49,01/01/2015
2016,Mato Grosso,Outubro,2.749,01/01/2016
2017,Mato Grosso,Outubro,4.8,01/01/2017
1998,Mato Grosso,Novembro,182,01/01/1998
1999,Mato Grosso,Novembro,842,01/01/1999
2000,Mato Grosso,Novembro,502,01/01/2000
2001,Mato Grosso,Novembro,373,01/01/2001
2002,Mato Grosso,Novembro,2.905,01/01/2002
2003,Mato Grosso,Novembro,2.097,01/01/2003
2004,Mato Grosso,Novembro,2.405,01/01/2004
2005,Mato Grosso,Novembro,1.368,01/01/2005
2006,Mato Grosso,Novembro,1.031,01/01/2006
2007,Mato Grosso,Novembro,299,01/01/2007
2008,Mato Grosso,Novembro,190,01/01/2008
2009,Mato Grosso,Novembro,588,01/01/2009
2010,Mato Grosso,Novembro,768,01/01/2010
2011,Mato Grosso,Novembro,1.103,01/01/2011
2012,Mato Grosso,Novembro,375,01/01/2012
2013,Mato Grosso,Novembro,1.064,01/01/2013
2014,Mato Grosso,Novembro,1.018,01/01/2014
2015,Mato Grosso,Novembro,1.93,01/01/2015
2016,Mato Grosso,Novembro,918,01/01/2016
2017,Mato Grosso,Novembro,813,01/01/2017
1998,Mato Grosso,Dezembro,76,01/01/1998
1999,Mato Grosso,Dezembro,47,01/01/1999
2000,Mato Grosso,Dezembro,98,01/01/2000
2001,Mato Grosso,Dezembro,37,01/01/2001
2002,Mato Grosso,Dezembro,1.157,01/01/2002
2003,Mato Grosso,Dezembro,1.622,01/01/2003
2004,Mato Grosso,Dezembro,1.217,01/01/2004
2005,Mato Grosso,Dezembro,246,01/01/2005
2006,Mato Grosso,Dezembro,23,01/01/2006
2007,Mato Grosso,Dezembro,81,01/01/2007
2008,Mato Grosso,Dezembro,159,01/01/2008
2009,Mato Grosso,Dezembro,171,01/01/2009
2010,Mato Grosso,Dezembro,846,01/01/2010
2011,Mato Grosso,Dezembro,431,01/01/2011
2012,Mato Grosso,Dezembro,492,01/01/2012
2013,Mato Grosso,Dezembro,447,01/01/2013
2014,Mato Grosso,Dezembro,466,01/01/2014
2015,Mato Grosso,Dezembro,1.777,01/01/2015
2016,Mato Grosso,Dezembro,425,01/01/2016
1998,Mato Grosso,Janeiro,0,01/01/1998
1999,Mato Grosso,Janeiro,239,01/01/1999
2000,Mato Grosso,Janeiro,326,01/01/2000
2001,Mato Grosso,Janeiro,97,01/01/2001
2002,Mato Grosso,Janeiro,304,01/01/2002
2003,Mato Grosso,Janeiro,182,01/01/2003
2004,Mato Grosso,Janeiro,258,01/01/2004
2005,Mato Grosso,Janeiro,59,01/01/2005
2006,Mato Grosso,Janeiro,59,01/01/2006
2007,Mato Grosso,Janeiro,19,01/01/2007
2008,Mato Grosso,Janeiro,63,01/01/2008
2009,Mato Grosso,Janeiro,229,01/01/2009
2010,Mato Grosso,Janeiro,72,01/01/2010
2011,Mato Grosso,Janeiro,129,01/01/2011
2012,Mato Grosso,Janeiro,201,01/01/2012
2013,Mato Grosso,Janeiro,174,01/01/2013
2014,Mato Grosso,Janeiro,197,01/01/2014
2015,Mato Grosso,Janeiro,226,01/01/2015
2016,Mato Grosso,Janeiro,127,01/01/2016
2017,Mato Grosso,Janeiro,355,01/01/2017
1998,Mato Grosso,Fevereiro,0,01/01/1998
1999,Mato Grosso,Fevereiro,69,01/01/1999
2000,Mato Grosso,Fevereiro,81,01/01/2000
2001,Mato Grosso,Fevereiro,89,01/01/2001
2002,Mato Grosso,Fevereiro,98,01/01/2002
2003,Mato Grosso,Fevereiro,108,01/01/2003
2004,Mato Grosso,Fevereiro,169,01/01/2004
2005,Mato Grosso,Fevereiro,221,01/01/2005
2006,Mato Grosso,Fevereiro,104,01/01/2006
2007,Mato Grosso,Fevereiro,111,01/01/2007
2008,Mato Grosso,Fevereiro,78,01/01/2008
2009,Mato Grosso,Fevereiro,164,01/01/2009
2010,Mato Grosso,Fevereiro,157,01/01/2010
2011,Mato Grosso,Fevereiro,61,01/01/2011
2012,Mato Grosso,Fevereiro,112,01/01/2012
2013,Mato Grosso,Fevereiro,100,01/01/2013
2014,Mato Grosso,Fevereiro,139,01/01/2014
2015,Mato Grosso,Fevereiro,148,01/01/2015
2016,Mato Grosso,Fevereiro,187,01/01/2016
2017,Mato Grosso,Fevereiro,165,01/01/2017
1998,Mato Grosso,Março,0,01/01/1998
1999,Mato Grosso,Março,100,01/01/1999
2000,Mato Grosso,Março,23,01/01/2000
2001,Mato Grosso,Março,39,01/01/2001
2002,Mato Grosso,Março,115,01/01/2002
2003,Mato Grosso,Março,137,01/01/2003
2004,Mato Grosso,Março,225,01/01/2004
2005,Mato Grosso,Março,158,01/01/2005
2006,Mato Grosso,Março,137,01/01/2006
2007,Mato Grosso,Março,137,01/01/2007
2008,Mato Grosso,Março,97,01/01/2008
2009,Mato Grosso,Março,118,01/01/2009
2010,Mato Grosso,Março,149,01/01/2010
2011,Mato Grosso,Março,37,01/01/2011
2012,Mato Grosso,Março,169,01/01/2012
2013,Mato Grosso,Março,158,01/01/2013
2014,Mato Grosso,Março,95,01/01/2014
2015,Mato Grosso,Março,190,01/01/2015
2016,Mato Grosso,Março,143,01/01/2016
2017,Mato Grosso,Março,170,01/01/2017
1998,Mato Grosso,Abril,0,01/01/1998
1999,Mato Grosso,Abril,97,01/01/1999
2000,Mato Grosso,Abril,90,01/01/2000
2001,Mato Grosso,Abril,108,01/01/2001
2002,Mato Grosso,Abril,230,01/01/2002
2003,Mato Grosso,Abril,126,01/01/2003
2004,Mato Grosso,Abril,97,01/01/2004
2005,Mato Grosso,Abril,126,01/01/2005
2006,Mato Grosso,Abril,51,01/01/2006
2007,Mato Grosso,Abril,46,01/01/2007
2008,Mato Grosso,Abril,72,01/01/2008
2009,Mato Grosso,Abril,291,01/01/2009
2010,Mato Grosso,Abril,136,01/01/2010
2011,Mato Grosso,Abril,23,01/01/2011
2012,Mato Grosso,Abril,97,01/01/2012
2013,Mato Grosso,Abril,78,01/01/2013
2014,Mato Grosso,Abril,129,01/01/2014
2015,Mato Grosso,Abril,65,01/01/2015
2016,Mato Grosso,Abril,161,01/01/2016
2017,Mato Grosso,Abril,59,01/01/2017
1998,Mato Grosso,Maio,0,01/01/1998
1999,Mato Grosso,Maio,206,01/01/1999
2000,Mato Grosso,Maio,127,01/01/2000
2001,Mato Grosso,Maio,112,01/01/2001
2002,Mato Grosso,Maio,88,01/01/2002
2003,Mato Grosso,Maio,74,01/01/2003
2004,Mato Grosso,Maio,25,01/01/2004
2005,Mato Grosso,Maio,328,01/01/2005
2006,Mato Grosso,Maio,99,01/01/2006
2007,Mato Grosso,Maio,62,01/01/2007
2008,Mato Grosso,Maio,34,01/01/2008
2009,Mato Grosso,Maio,927,01/01/2009
2010,Mato Grosso,Maio,105,01/01/2010
2011,Mato Grosso,Maio,81,01/01/2011
2012,Mato Grosso,Maio,157,01/01/2012
2013,Mato Grosso,Maio,72,01/01/2013
2014,Mato Grosso,Maio,70,01/01/2014
2015,Mato Grosso,Maio,58,01/01/2015
2016,Mato Grosso,Maio,97,01/01/2016
2017,Mato Grosso,Maio,72,01/01/2017
1998,Mato Grosso,Junho,82,01/01/1998
1999,Mato Grosso,Junho,127,01/01/1999
2000,Mato Grosso,Junho,157,01/01/2000
2001,Mato Grosso,Junho,249,01/01/2001
2002,Mato Grosso,Junho,517,01/01/2002
2003,Mato Grosso,Junho,170,01/01/2003
2004,Mato Grosso,Junho,394,01/01/2004
2005,Mato Grosso,Junho,439,01/01/2005
2006,Mato Grosso,Junho,89,01/01/2006
2007,Mato Grosso,Junho,141,01/01/2007
2008,Mato Grosso,Junho,24,01/01/2008
2009,Mato Grosso,Junho,376,01/01/2009
2010,Mato Grosso,Junho,149,01/01/2010
2011,Mato Grosso,Junho,104,01/01/2011
2012,Mato Grosso,Junho,96,01/01/2012
2013,Mato Grosso,Junho,35,01/01/2013
2014,Mato Grosso,Junho,84,01/01/2014
2015,Mato Grosso,Junho,299,01/01/2015
2016,Mato Grosso,Junho,120,01/01/2016
2017,Mato Grosso,Junho,175,01/01/2017
1998,Mato Grosso,Julho,360,01/01/1998
1999,Mato Grosso,Julho,1.297,01/01/1999
2000,Mato Grosso,Julho,160,01/01/2000
2001,Mato Grosso,Julho,591,01/01/2001
2002,Mato Grosso,Julho,935,01/01/2002
2003,Mato Grosso,Julho,182,01/01/2003
2004,Mato Grosso,Julho,529,01/01/2004
2005,Mato Grosso,Julho,859,01/01/2005
2006,Mato Grosso,Julho,289,01/01/2006
2007,Mato Grosso,Julho,197,01/01/2007
2008,Mato Grosso,Julho,116,01/01/2008
2009,Mato Grosso,Julho,354,01/01/2009
2010,Mato Grosso,Julho,589,01/01/2010
2011,Mato Grosso,Julho,250,01/01/2011
2012,Mato Grosso,Julho,538,01/01/2012
2013,Mato Grosso,Julho,201,01/01/2013
2014,Mato Grosso,Julho,193,01/01/2014
2015,Mato Grosso,Julho,371,01/01/2015
2016,Mato Grosso,Julho,687,01/01/2016
2017,Mato Grosso,Julho,1.05,01/01/2017
1998,Mato Grosso,Agosto,228,01/01/1998
1999,Mato Grosso,Agosto,4.355,01/01/1999
2000,Mato Grosso,Agosto,530,01/01/2000
2001,Mato Grosso,Agosto,2.484,01/01/2001
2002,Mato Grosso,Agosto,3.984,01/01/2002
2003,Mato Grosso,Agosto,953,01/01/2003
2004,Mato Grosso,Agosto,1.408,01/01/2004
2005,Mato Grosso,Agosto,4.484,01/01/2005
2006,Mato Grosso,Agosto,1.129,01/01/2006
2007,Mato Grosso,Agosto,1.823,01/01/2007
2008,Mato Grosso,Agosto,456,01/01/2008
2009,Mato Grosso,Agosto,816,01/01/2009
2010,Mato Grosso,Agosto,1.721,01/01/2010
2011,Mato Grosso,Agosto,552,01/01/2011
2012,Mato Grosso,Agosto,2.951,01/01/2012
2013,Mato Grosso,Agosto,677,01/01/2013
2014,Mato Grosso,Agosto,312,01/01/2014
2015,Mato Grosso,Agosto,1.293,01/01/2015
2016,Mato Grosso,Agosto,1.481,01/01/2016
2017,Mato Grosso,Agosto,1.488,01/01/2017
1998,Mato Grosso,Setembro,457,01/01/1998
1999,Mato Grosso,Setembro,2.969,01/01/1999
2000,Mato Grosso,Setembro,510,01/01/2000
2001,Mato Grosso,Setembro,1.383,01/01/2001
2002,Mato Grosso,Setembro,2.252,01/01/2002
2003,Mato Grosso,Setembro,1.124,01/01/2003
2004,Mato Grosso,Setembro,2.511,01/01/2004
2005,Mato Grosso,Setembro,1.87,01/01/2005
2006,Mato Grosso,Setembro,1.078,01/01/2006
2007,Mato Grosso,Setembro,4.446,01/01/2007
2008,Mato Grosso,Setembro,1.62,01/01/2008
2009,Mato Grosso,Setembro,1.146,01/01/2009
2010,Mato Grosso,Setembro,1.505,01/01/2010
2011,Mato Grosso,Setembro,1.072,01/01/2011
2012,Mato Grosso,Setembro,2.264,01/01/2012
2013,Mato Grosso,Setembro,1.074,01/01/2013
2014,Mato Grosso,Setembro,365,01/01/2014
2015,Mato Grosso,Setembro,1.482,01/01/2015
2016,Mato Grosso,Setembro,2.383,01/01/2016
2017,Mato Grosso,Setembro,2.984,01/01/2017
1998,Mato Grosso,Outubro,576,01/01/1998
1999,Mato Grosso,Outubro,2.053,01/01/1999
2000,Mato Grosso,Outubro,657,01/01/2000
2001,Mato Grosso,Outubro,563,01/01/2001
2002,Mato Grosso,Outubro,2.173,01/01/2002
2003,Mato Grosso,Outubro,541,01/01/2003
2004,Mato Grosso,Outubro,960,01/01/2004
2005,Mato Grosso,Outubro,647,01/01/2005
2006,Mato Grosso,Outubro,244,01/01/2006
2007,Mato Grosso,Outubro,668,01/01/2007
2008,Mato Grosso,Outubro,432,01/01/2008
2009,Mato Grosso,Outubro,854,01/01/2009
2010,Mato Grosso,Outubro,597,01/01/2010
2011,Mato Grosso,Outubro,276,01/01/2011
2012,Mato Grosso,Outubro,652,01/01/2012
2013,Mato Grosso,Outubro,378,01/01/2013
2014,Mato Grosso,Outubro,581,01/01/2014
2015,Mato Grosso,Outubro,507,01/01/2015
2016,Mato Grosso,Outubro,1.2,01/01/2016
2017,Mato Grosso,Outubro,685,01/01/2017
1998,Mato Grosso,Novembro,306,01/01/1998
1999,Mato Grosso,Novembro,1.194,01/01/1999
2000,Mato Grosso,Novembro,274,01/01/2000
2001,Mato Grosso,Novembro,220,01/01/2001
2002,Mato Grosso,Novembro,1.47,01/01/2002
2003,Mato Grosso,Novembro,380,01/01/2003
2004,Mato Grosso,Novembro,208,01/01/2004
2005,Mato Grosso,Novembro,159,01/01/2005
2006,Mato Grosso,Novembro,83,01/01/2006
2007,Mato Grosso,Novembro,82,01/01/2007
2008,Mato Grosso,Novembro,50,01/01/2008
2009,Mato Grosso,Novembro,439,01/01/2009
2010,Mato Grosso,Novembro,259,01/01/2010
2011,Mato Grosso,Novembro,445,01/01/2011
2012,Mato Grosso,Novembro,115,01/01/2012
2013,Mato Grosso,Novembro,423,01/01/2013
2014,Mato Grosso,Novembro,190,01/01/2014
2015,Mato Grosso,Novembro,276,01/01/2015
2016,Mato Grosso,Novembro,258,01/01/2016
2017,Mato Grosso,Novembro,133,01/01/2017
1998,Mato Grosso,Dezembro,100,01/01/1998
1999,Mato Grosso,Dezembro,306,01/01/1999
2000,Mato Grosso,Dezembro,139,01/01/2000
2001,Mato Grosso,Dezembro,143,01/01/2001
2002,Mato Grosso,Dezembro,376,01/01/2002
2003,Mato Grosso,Dezembro,153,01/01/2003
2004,Mato Grosso,Dezembro,110,01/01/2004
2005,Mato Grosso,Dezembro,46,01/01/2005
2006,Mato Grosso,Dezembro,18,01/01/2006
2007,Mato Grosso,Dezembro,15,01/01/2007
2008,Mato Grosso,Dezembro,208,01/01/2008
2009,Mato Grosso,Dezembro,87,01/01/2009
2010,Mato Grosso,Dezembro,276,01/01/2010
2011,Mato Grosso,Dezembro,577,01/01/2011
2012,Mato Grosso,Dezembro,194,01/01/2012
2013,Mato Grosso,Dezembro,195,01/01/2013
2014,Mato Grosso,Dezembro,84,01/01/2014
2015,Mato Grosso,Dezembro,394,01/01/2015
2016,Mato Grosso,Dezembro,123,01/01/2016
1998,Minas Gerais,Janeiro,0,01/01/1998
1999,Minas Gerais,Janeiro,36,01/01/1999
2000,Minas Gerais,Janeiro,24,01/01/2000
2001,Minas Gerais,Janeiro,18,01/01/2001
2002,Minas Gerais,Janeiro,29,01/01/2002
2003,Minas Gerais,Janeiro,37,01/01/2003
2004,Minas Gerais,Janeiro,22,01/01/2004
2005,Minas Gerais,Janeiro,28,01/01/2005
2006,Minas Gerais,Janeiro,109,01/01/2006
2007,Minas Gerais,Janeiro,91,01/01/2007
2008,Minas Gerais,Janeiro,85,01/01/2008
2009,Minas Gerais,Janeiro,74,01/01/2009
2010,Minas Gerais,Janeiro,118,01/01/2010
2011,Minas Gerais,Janeiro,61,01/01/2011
2012,Minas Gerais,Janeiro,75,01/01/2012
2013,Minas Gerais,Janeiro,75,01/01/2013
2014,Minas Gerais,Janeiro,133,01/01/2014
2015,Minas Gerais,Janeiro,147,01/01/2015
2016,Minas Gerais,Janeiro,61,01/01/2016
2017,Minas Gerais,Janeiro,106,01/01/2017
1998,Minas Gerais,Fevereiro,0,01/01/1998
1999,Minas Gerais,Fevereiro,112,01/01/1999
2000,Minas Gerais,Fevereiro,20,01/01/2000
2001,Minas Gerais,Fevereiro,39,01/01/2001
2002,Minas Gerais,Fevereiro,62,01/01/2002
2003,Minas Gerais,Fevereiro,126,01/01/2003
2004,Minas Gerais,Fevereiro,29,01/01/2004
2005,Minas Gerais,Fevereiro,79,01/01/2005
2006,Minas Gerais,Fevereiro,96,01/01/2006
2007,Minas Gerais,Fevereiro,71,01/01/2007
2008,Minas Gerais,Fevereiro,59,01/01/2008
2009,Minas Gerais,Fevereiro,74,01/01/2009
2010,Minas Gerais,Fevereiro,155,01/01/2010
2011,Minas Gerais,Fevereiro,111,01/01/2011
